filename,width,height,class,xmin,ymin,xmax,ymax
Town03_017660.png,640,380,bike,299,191,344,318
Town03_017660.png,640,380,vehicle,479,194,539,211
Town03_017660.png,640,380,traffic_light,235,142,239,151
Town03_017660.png,640,380,traffic_light,226,137,231,147
Town03_017660.png,640,380,traffic_light,435,131,449,179
Town03_017660.png,640,380,traffic_light,214,130,219,141
Town03_017660.png,640,380,vehicle,282,190,304,205
Town01_006120.png,640,380,motobike,319,194,330,220
Town03_016560.png,640,380,vehicle,255,186,289,211
Town05_013620.png,640,380,traffic_light,111,169,117,179
Town05_013620.png,640,380,traffic_light,382,168,386,179
Town05_013620.png,640,380,traffic_light,318,130,322,142
Town05_013620.png,640,380,traffic_light,280,130,283,142
Town05_013620.png,640,380,traffic_light,247,130,251,142
Town05_013620.png,640,380,traffic_light,61,120,69,133
Town05_013620.png,640,380,traffic_light,18,108,28,124
Town05_013620.png,640,380,traffic_light,466,73,478,97
Town05_013620.png,640,380,traffic_light,501,45,516,74
Town05_013620.png,640,380,traffic_light,576,1,598,28
Town05_013620.png,640,380,bike,176,189,192,213
Town03_017340.png,640,380,vehicle,225,219,415,341
Town03_017340.png,640,380,vehicle,383,196,461,225
Town03_017340.png,640,380,vehicle,303,190,335,213
Town03_017340.png,640,380,traffic_light,376,126,381,138
Town03_017340.png,640,380,traffic_light,337,126,340,138
Town03_017340.png,640,380,traffic_light,100,108,109,123
Town03_017340.png,640,380,traffic_light,58,92,68,111
Town04_001560.png,640,380,vehicle,276,196,303,214
Town02_010680.png,640,380,vehicle,296,205,346,260
Town02_010680.png,640,380,vehicle,34,202,220,283
Town02_010680.png,640,380,traffic_light,590,188,592,190
Town02_010680.png,640,380,vehicle,205,195,262,232
Town02_010680.png,640,380,vehicle,245,185,278,215
Town05_012360.png,640,380,traffic_light,340,183,342,187
Town05_012360.png,640,380,traffic_light,338,172,341,176
Town05_012360.png,640,380,vehicle,297,186,311,199
Town04_004260.png,640,380,vehicle,1,208,37,234
Town04_004260.png,640,380,vehicle,346,192,368,208
Town04_004260.png,640,380,traffic_sign,540,188,550,198
Town05_010980.png,640,380,bike,305,192,336,290
Town03_017240.png,640,380,vehicle,225,219,415,341
Town03_017240.png,640,380,vehicle,1,216,201,380
Town03_017240.png,640,380,traffic_light,376,126,381,138
Town03_017240.png,640,380,traffic_light,337,126,340,138
Town03_017240.png,640,380,traffic_light,100,108,109,123
Town03_017240.png,640,380,traffic_light,58,92,68,111
Town03_019660.png,640,380,vehicle,315,199,382,253
Town01_007800.png,640,380,traffic_light,366,159,373,185
Town03_013960.png,640,380,vehicle,211,192,253,206
Town03_013960.png,640,380,vehicle,154,191,202,209
Town03_013960.png,640,380,vehicle,280,180,360,266
Town03_013960.png,640,380,traffic_light,219,155,223,161
Town03_013960.png,640,380,traffic_light,211,152,215,159
Town03_013960.png,640,380,traffic_light,438,140,443,149
Town03_013960.png,640,380,traffic_light,451,134,457,145
Town04_002640.png,640,380,vehicle,300,193,369,253
Town04_002640.png,640,380,vehicle,420,186,639,297
Town04_002640.png,640,380,vehicle,384,191,426,223
Town01_009540.png,640,380,traffic_light,591,42,640,166
Town02_010980.png,640,380,vehicle,274,217,366,343
Town02_010980.png,640,380,traffic_light,396,143,408,185
Town03_017820.png,640,380,vehicle,376,193,401,206
Town03_017820.png,640,380,bike,308,191,330,249
Town02_005580.png,640,380,vehicle,1,205,148,361
Town02_005580.png,640,380,vehicle,125,189,233,255
Town02_005580.png,640,380,vehicle,223,188,264,228
Town03_013020.png,640,380,vehicle,363,186,393,217
Town03_013020.png,640,380,bike,311,192,326,219
Town02_009720.png,640,380,vehicle,296,202,347,259
Town02_009720.png,640,380,bike,267,193,281,217
Town01_008280.png,640,380,vehicle,282,195,339,212
Town01_008280.png,640,380,vehicle,65,195,112,212
Town01_008280.png,640,380,traffic_light,359,164,365,186
Town05_008880.png,640,380,traffic_light,358,178,360,183
Town05_008880.png,640,380,traffic_light,327,159,329,165
Town05_008880.png,640,380,traffic_light,308,159,310,165
Town05_008880.png,640,380,traffic_light,292,159,294,165
Town03_015860.png,640,380,vehicle,276,200,457,339
Town03_015860.png,640,380,vehicle,526,181,599,208
Town03_015860.png,640,380,bike,218,187,235,205
Town03_015860.png,640,380,bike,263,191,278,205
Town03_017280.png,640,380,vehicle,225,219,415,341
Town03_017280.png,640,380,vehicle,620,203,640,221
Town03_017280.png,640,380,vehicle,483,193,589,224
Town03_017280.png,640,380,traffic_light,376,126,381,138
Town03_017280.png,640,380,traffic_light,337,126,340,138
Town03_017280.png,640,380,traffic_light,100,108,109,123
Town03_017280.png,640,380,traffic_light,58,92,68,111
Town04_002400.png,640,380,vehicle,374,193,457,247
Town04_002400.png,640,380,vehicle,295,186,345,235
Town04_002400.png,640,380,vehicle,345,191,381,215
Town05_015960.png,640,380,vehicle,309,164,329,185
Town05_015960.png,640,380,traffic_light,361,150,363,155
Town05_015960.png,640,380,traffic_sign,499,136,536,180
Town05_015960.png,640,380,traffic_light,305,134,307,139
Town05_003720.png,640,380,traffic_light,106,168,112,179
Town05_003720.png,640,380,traffic_light,397,167,401,179
Town05_003720.png,640,380,traffic_light,334,130,337,141
Town05_003720.png,640,380,traffic_light,294,130,298,141
Town05_003720.png,640,380,traffic_light,262,130,266,141
Town05_003720.png,640,380,traffic_light,52,115,60,130
Town05_003720.png,640,380,traffic_light,4,102,14,119
Town05_003720.png,640,380,traffic_light,447,76,458,99
Town05_003720.png,640,380,traffic_light,477,49,491,78
Town05_003720.png,640,380,traffic_light,539,1,560,35
Town05_001980.png,640,380,vehicle,45,186,115,206
Town03_016740.png,640,380,vehicle,384,207,459,255
Town03_016740.png,640,380,traffic_light,207,128,211,140
Town03_016740.png,640,380,traffic_light,163,125,168,138
Town03_016740.png,640,380,traffic_light,107,122,113,135
Town01_007620.png,640,380,vehicle,322,167,456,256
Town01_007620.png,640,380,vehicle,444,197,496,232
Town01_007620.png,640,380,vehicle,477,189,517,222
Town01_007620.png,640,380,vehicle,499,189,532,213
Town01_007920.png,640,380,motobike,250,195,263,217
Town03_014620.png,640,380,vehicle,478,191,566,217
Town03_014620.png,640,380,vehicle,278,191,305,207
Town03_014620.png,640,380,traffic_light,351,144,354,153
Town03_014620.png,640,380,traffic_light,322,144,325,152
Town03_014620.png,640,380,traffic_light,289,144,291,152
Town03_014620.png,640,380,traffic_light,158,132,164,143
Town03_014620.png,640,380,traffic_light,137,124,143,137
Town03_014620.png,640,380,traffic_light,103,113,111,127
Town03_014620.png,640,380,traffic_light,534,98,543,116
Town03_014620.png,640,380,traffic_light,590,72,603,96
Town03_019540.png,640,380,vehicle,227,203,411,338
Town03_019540.png,640,380,traffic_light,338,153,341,160
Town03_019540.png,640,380,traffic_light,315,153,318,160
Town03_019540.png,640,380,traffic_light,289,153,291,160
Town03_019540.png,640,380,traffic_light,279,152,281,156
Town03_019540.png,640,380,traffic_light,203,146,207,154
Town03_019540.png,640,380,traffic_light,192,142,197,151
Town03_019540.png,640,380,traffic_light,177,135,182,146
Town03_019540.png,640,380,traffic_light,451,122,457,135
Town03_019540.png,640,380,traffic_light,476,110,483,125
Town03_019540.png,640,380,traffic_light,506,95,515,113
Town03_012680.png,640,380,vehicle,221,158,259,170
Town03_016680.png,640,380,bike,104,194,163,293
Town03_016680.png,640,380,vehicle,236,218,403,325
Town03_016680.png,640,380,vehicle,589,198,640,222
Town03_016680.png,640,380,vehicle,485,198,567,222
Town03_016680.png,640,380,traffic_light,324,161,326,167
Town03_016680.png,640,380,traffic_light,304,161,306,167
Town03_016680.png,640,380,vehicle,216,186,243,207
Town03_015200.png,640,380,vehicle,281,197,359,257
Town03_015200.png,640,380,traffic_light,415,81,423,102
Town03_015200.png,640,380,traffic_light,348,81,355,102
Town03_015200.png,640,380,bike,245,189,262,223
Town03_019600.png,640,380,vehicle,229,203,409,334
Town03_019600.png,640,380,traffic_light,338,153,341,160
Town03_019600.png,640,380,traffic_light,315,153,318,160
Town03_019600.png,640,380,traffic_light,289,153,291,160
Town03_019600.png,640,380,traffic_light,279,152,281,156
Town03_019600.png,640,380,traffic_light,203,146,207,154
Town03_019600.png,640,380,traffic_light,192,142,197,151
Town03_019600.png,640,380,traffic_light,177,135,182,146
Town03_019600.png,640,380,traffic_light,451,122,457,135
Town03_019600.png,640,380,traffic_light,476,110,483,125
Town03_019600.png,640,380,traffic_light,506,95,515,113
Town03_019600.png,640,380,vehicle,291,182,305,196
Town03_014820.png,640,380,vehicle,310,191,360,208
Town02_007560.png,640,380,vehicle,524,178,587,221
Town02_007560.png,640,380,traffic_light,490,77,528,180
Town01_012420.png,640,380,vehicle,542,200,608,233
Town01_012420.png,640,380,traffic_light,523,45,573,169
Town05_011700.png,640,380,vehicle,248,194,285,218
Town05_011700.png,640,380,traffic_sign,371,171,392,192
Town05_010440.png,640,380,bike,299,191,342,317
Town05_010440.png,640,380,traffic_light,371,174,374,182
Town05_010440.png,640,380,traffic_light,166,174,170,182
Town05_010440.png,640,380,traffic_light,326,147,328,155
Town05_010440.png,640,380,traffic_light,298,147,300,155
Town05_010440.png,640,380,traffic_light,274,147,277,155
Town05_010440.png,640,380,traffic_light,140,141,145,150
Town05_010440.png,640,380,traffic_light,121,136,126,146
Town05_010440.png,640,380,traffic_light,101,130,107,142
Town05_010440.png,640,380,traffic_light,551,119,569,155
Town05_010440.png,640,380,traffic_light,422,109,429,125
Town05_010440.png,640,380,traffic_light,438,96,447,114
Town05_010440.png,640,380,traffic_light,466,74,477,97
Town05_010440.png,640,380,vehicle,252,189,272,205
Town05_014100.png,640,380,vehicle,1,197,114,271
Town05_006540.png,640,380,motobike,75,202,174,302
Town05_006540.png,640,380,vehicle,228,203,404,332
Town05_006540.png,640,380,traffic_light,171,175,175,182
Town05_006540.png,640,380,traffic_light,369,174,372,182
Town05_006540.png,640,380,traffic_light,325,148,328,156
Town05_006540.png,640,380,traffic_light,298,148,301,156
Town05_006540.png,640,380,traffic_light,276,148,278,156
Town05_006540.png,640,380,traffic_light,147,143,152,152
Town05_006540.png,640,380,traffic_light,129,138,135,148
Town05_006540.png,640,380,traffic_light,111,133,117,144
Town05_006540.png,640,380,traffic_light,518,129,533,160
Town05_006540.png,640,380,traffic_light,415,114,422,129
Town05_006540.png,640,380,traffic_light,429,103,437,120
Town05_006540.png,640,380,traffic_light,452,84,462,105
Town05_006540.png,640,380,vehicle,255,192,277,205
Town05_016260.png,640,380,vehicle,568,195,637,215
Town05_016260.png,640,380,vehicle,458,194,531,214
Town05_016260.png,640,380,vehicle,239,185,399,318
Town05_016260.png,640,380,traffic_light,393,174,396,182
Town05_016260.png,640,380,traffic_light,226,174,229,182
Town05_016260.png,640,380,traffic_light,347,147,350,155
Town05_016260.png,640,380,traffic_light,320,147,322,155
Town05_016260.png,640,380,traffic_light,297,147,299,155
Town05_016260.png,640,380,traffic_light,210,142,214,151
Town05_016260.png,640,380,traffic_light,198,137,203,147
Town05_016260.png,640,380,traffic_light,186,132,191,143
Town05_016260.png,640,380,vehicle,185,193,203,205
Town05_016260.png,640,380,vehicle,211,183,236,199
Town03_019400.png,640,380,vehicle,276,185,364,265
Town03_019400.png,640,380,traffic_light,338,155,340,161
Town03_019400.png,640,380,traffic_light,316,155,318,161
Town03_019400.png,640,380,traffic_light,291,155,293,161
Town03_019400.png,640,380,traffic_light,281,152,283,156
Town03_019400.png,640,380,traffic_light,214,149,218,157
Town03_019400.png,640,380,traffic_light,206,145,210,154
Town03_019400.png,640,380,traffic_light,194,140,198,150
Town03_019400.png,640,380,traffic_light,434,130,439,141
Town03_019400.png,640,380,traffic_light,452,121,459,134
Town03_019400.png,640,380,traffic_light,474,110,481,125
Town03_019400.png,640,380,vehicle,286,184,304,202
Town03_019500.png,640,380,vehicle,227,203,411,338
Town03_019500.png,640,380,vehicle,58,187,112,208
Town03_019500.png,640,380,traffic_light,338,153,341,160
Town03_019500.png,640,380,traffic_light,315,153,318,160
Town03_019500.png,640,380,traffic_light,289,153,291,160
Town03_019500.png,640,380,traffic_light,279,152,281,156
Town03_019500.png,640,380,traffic_light,203,146,207,154
Town03_019500.png,640,380,traffic_light,192,142,197,151
Town03_019500.png,640,380,traffic_light,177,135,182,146
Town03_019500.png,640,380,traffic_light,451,122,457,135
Town03_019500.png,640,380,traffic_light,476,110,483,125
Town03_019500.png,640,380,traffic_light,506,95,515,113
Town03_017080.png,640,380,vehicle,275,191,365,268
Town03_017080.png,640,380,traffic_light,365,140,368,149
Town03_017080.png,640,380,traffic_light,333,140,336,149
Town03_017080.png,640,380,traffic_light,156,129,162,140
Town03_017080.png,640,380,traffic_light,133,120,140,134
Town03_017080.png,640,380,traffic_light,98,107,106,123
Town03_017080.png,640,380,bike,515,189,544,218
Town01_008460.png,640,380,vehicle,31,204,144,250
Town01_008460.png,640,380,vehicle,542,196,640,226
Town01_008460.png,640,380,traffic_light,529,42,580,168
Town01_012600.png,640,380,vehicle,568,175,640,244
Town03_014300.png,640,380,vehicle,278,192,298,207
Town03_014300.png,640,380,vehicle,388,189,498,230
Town03_014300.png,640,380,vehicle,90,176,210,227
Town03_014300.png,640,380,traffic_light,351,144,354,153
Town03_014300.png,640,380,traffic_light,322,144,325,152
Town03_014300.png,640,380,traffic_light,289,144,291,152
Town03_014300.png,640,380,traffic_light,158,132,164,143
Town03_014300.png,640,380,traffic_light,137,124,143,137
Town03_014300.png,640,380,traffic_light,103,113,111,127
Town03_014300.png,640,380,traffic_light,534,98,543,116
Town03_014300.png,640,380,traffic_light,590,72,603,96
Town03_016320.png,640,380,vehicle,424,190,500,215
Town03_016320.png,640,380,vehicle,290,183,314,203
Town03_016320.png,640,380,vehicle,324,184,342,198
Town03_016320.png,640,380,bike,1,193,28,230
Town03_016140.png,640,380,vehicle,279,201,458,336
Town03_016140.png,640,380,vehicle,142,194,211,213
Town03_016140.png,640,380,vehicle,523,190,590,210
Town03_016140.png,640,380,vehicle,360,185,384,197
Town03_016140.png,640,380,bike,382,183,394,202
Town03_017680.png,640,380,bike,303,190,343,318
Town03_017680.png,640,380,vehicle,479,194,539,211
Town03_017680.png,640,380,vehicle,564,192,623,208
Town03_017680.png,640,380,traffic_light,235,142,239,151
Town03_017680.png,640,380,traffic_light,226,137,231,147
Town03_017680.png,640,380,traffic_light,435,131,449,179
Town03_017680.png,640,380,traffic_light,214,130,219,141
Town03_017680.png,640,380,vehicle,282,189,303,207
Town03_013560.png,640,380,bike,5,198,110,341
Town03_013560.png,640,380,vehicle,188,183,227,208
Town03_013560.png,640,380,vehicle,242,169,408,328
Town03_013560.png,640,380,traffic_light,327,137,330,147
Town03_013560.png,640,380,traffic_light,294,137,297,147
Town03_013560.png,640,380,traffic_light,256,137,260,147
Town03_013560.png,640,380,traffic_light,431,115,437,129
Town03_013560.png,640,380,traffic_light,458,99,466,117
Town03_013560.png,640,380,traffic_light,493,80,503,101
Town03_016080.png,640,380,vehicle,279,202,458,336
Town03_016080.png,640,380,vehicle,523,190,590,210
Town03_016080.png,640,380,vehicle,142,189,219,213
Town03_016080.png,640,380,vehicle,361,185,383,200
Town05_014880.png,640,380,vehicle,224,189,257,211
Town05_014880.png,640,380,vehicle,1,186,219,274
Town05_014880.png,640,380,traffic_light,379,168,383,179
Town05_014880.png,640,380,traffic_light,89,166,95,178
Town05_014880.png,640,380,traffic_light,317,132,321,143
Town05_014880.png,640,380,traffic_light,279,131,283,143
Town05_014880.png,640,380,traffic_light,248,131,251,143
Town05_014880.png,640,380,traffic_light,24,108,34,124
Town05_014880.png,640,380,traffic_light,474,72,486,96
Town05_014880.png,640,380,traffic_light,512,43,527,73
Town05_014880.png,640,380,traffic_light,592,1,616,25
Town05_014880.png,640,380,vehicle,182,192,218,214
Town02_009420.png,640,380,vehicle,283,215,358,314
Town02_009420.png,640,380,traffic_light,498,88,534,186
Town04_004560.png,640,380,vehicle,281,203,361,264
Town04_004560.png,640,380,traffic_sign,540,187,549,195
Town03_016880.png,640,380,vehicle,345,206,471,260
Town03_016880.png,640,380,vehicle,595,201,640,268
Town05_011160.png,640,380,vehicle,212,194,274,217
Town01_008880.png,640,380,vehicle,560,199,598,224
Town01_008880.png,640,380,traffic_light,536,37,590,167
Town03_018800.png,640,380,vehicle,588,202,626,212
Town03_018800.png,640,380,vehicle,449,201,486,219
Town03_018800.png,640,380,vehicle,483,194,522,219
Town03_018800.png,640,380,vehicle,523,201,563,218
Town02_008280.png,640,380,bike,1,193,115,335
Town02_008280.png,640,380,vehicle,553,195,614,222
Town02_008280.png,640,380,traffic_sign,332,186,339,193
Town02_008280.png,640,380,traffic_light,536,61,585,181
Town02_008280.png,640,380,motobike,262,196,273,212
Town02_008280.png,640,380,vehicle,266,193,288,211
Town05_004620.png,640,380,vehicle,595,185,628,204
Town05_004620.png,640,380,vehicle,394,183,456,210
Town05_004620.png,640,380,traffic_light,374,177,376,183
Town05_004620.png,640,380,traffic_light,335,154,338,160
Town05_004620.png,640,380,traffic_light,312,154,314,160
Town05_004620.png,640,380,traffic_light,293,154,295,160
Town05_004680.png,640,380,vehicle,318,178,418,225
Town05_004680.png,640,380,traffic_light,385,172,388,179
Town05_004680.png,640,380,traffic_light,154,172,159,181
Town05_004680.png,640,380,traffic_light,333,141,336,151
Town05_004680.png,640,380,traffic_light,301,141,304,151
Town05_004680.png,640,380,traffic_light,275,141,278,151
Town05_004680.png,640,380,traffic_light,122,132,128,143
Town05_004680.png,640,380,traffic_light,95,124,102,137
Town05_004680.png,640,380,traffic_light,67,116,75,131
Town05_004680.png,640,380,vehicle,243,192,270,207
Town02_004740.png,640,380,vehicle,624,198,640,244
Town02_004740.png,640,380,vehicle,475,191,562,220
Town02_004740.png,640,380,vehicle,507,187,613,231
Town02_004740.png,640,380,traffic_light,347,169,351,184
Town02_004740.png,640,380,motobike,310,191,325,218
Town03_013580.png,640,380,bike,126,200,175,287
Town03_013580.png,640,380,vehicle,388,193,412,207
Town03_013580.png,640,380,vehicle,181,186,227,212
Town03_013580.png,640,380,vehicle,264,178,380,299
Town03_013580.png,640,380,traffic_light,327,138,330,147
Town03_013580.png,640,380,traffic_light,293,138,296,147
Town03_013580.png,640,380,traffic_light,253,138,256,148
Town03_013580.png,640,380,traffic_light,439,112,446,127
Town03_013580.png,640,380,traffic_light,471,94,480,113
Town03_013580.png,640,380,traffic_light,512,71,524,94
Town03_012900.png,640,380,vehicle,9,189,76,213
Town02_004080.png,640,380,traffic_sign,349,183,357,191
Town02_004080.png,640,380,traffic_sign,110,181,118,192
Town02_004080.png,640,380,traffic_sign,1,166,6,191
Town02_004080.png,640,380,traffic_light,514,75,553,179
Town02_008760.png,640,380,vehicle,274,215,367,345
Town02_008760.png,640,380,vehicle,271,189,292,206
Town02_008760.png,640,380,vehicle,515,188,586,214
Town02_008760.png,640,380,traffic_sign,341,184,348,191
Town02_008760.png,640,380,traffic_sign,477,178,487,192
Town02_008760.png,640,380,traffic_light,397,143,408,185
Town05_007800.png,640,380,traffic_light,435,168,439,179
Town05_007800.png,640,380,traffic_light,85,167,91,179
Town05_007800.png,640,380,traffic_light,372,131,376,142
Town05_007800.png,640,380,traffic_light,334,131,337,142
Town05_007800.png,640,380,traffic_light,302,131,305,142
Town05_007800.png,640,380,traffic_light,23,114,32,129
Town05_007800.png,640,380,traffic_light,509,74,521,98
Town05_007800.png,640,380,traffic_light,553,46,569,76
Town02_009360.png,640,380,vehicle,272,216,369,354
Town02_009360.png,640,380,motobike,406,198,442,217
Town02_009360.png,640,380,traffic_light,399,142,411,185
Town05_008040.png,640,380,traffic_light,387,175,389,182
Town05_008040.png,640,380,traffic_light,154,174,158,182
Town05_008040.png,640,380,traffic_light,461,153,469,171
Town05_008040.png,640,380,traffic_light,345,150,348,157
Town05_008040.png,640,380,traffic_light,320,150,322,157
Town05_008040.png,640,380,traffic_light,299,150,301,157
Town05_008040.png,640,380,traffic_light,128,143,133,152
Town05_008040.png,640,380,traffic_light,108,138,113,148
Town05_008040.png,640,380,traffic_light,88,133,94,144
Town05_008040.png,640,380,traffic_light,405,132,410,143
Town05_008040.png,640,380,traffic_light,414,125,420,138
Town05_008040.png,640,380,traffic_light,428,116,435,130
Town05_014220.png,640,380,traffic_light,363,175,365,182
Town05_014220.png,640,380,traffic_light,166,174,170,182
Town05_014220.png,640,380,traffic_light,319,150,322,157
Town05_014220.png,640,380,traffic_light,293,150,296,157
Town05_014220.png,640,380,traffic_light,271,150,274,157
Town05_014220.png,640,380,traffic_light,467,148,477,170
Town05_014220.png,640,380,traffic_light,139,140,144,149
Town05_014220.png,640,380,traffic_light,118,134,124,144
Town05_014220.png,640,380,traffic_light,404,128,410,140
Town05_014220.png,640,380,traffic_light,97,128,103,140
Town05_014220.png,640,380,traffic_light,414,120,420,134
Town05_014220.png,640,380,traffic_light,429,108,437,124
Town05_010860.png,640,380,vehicle,1,177,58,217
Town05_010860.png,640,380,bike,310,190,331,251
Town03_013120.png,640,380,vehicle,311,187,329,206
Town03_013120.png,640,380,bike,200,195,230,246
Town02_010380.png,640,380,vehicle,346,212,453,300
Town02_010380.png,640,380,vehicle,583,198,640,235
Town02_010380.png,640,380,bike,259,193,273,211
Town02_004860.png,640,380,motobike,318,195,342,243
Town03_016540.png,640,380,vehicle,256,185,289,209
Town05_007740.png,640,380,traffic_light,435,168,439,179
Town05_007740.png,640,380,traffic_light,85,167,91,179
Town05_007740.png,640,380,traffic_light,372,131,376,142
Town05_007740.png,640,380,traffic_light,334,131,337,142
Town05_007740.png,640,380,traffic_light,302,131,305,142
Town05_007740.png,640,380,traffic_light,23,114,32,129
Town05_007740.png,640,380,traffic_light,509,74,521,98
Town05_007740.png,640,380,traffic_light,553,46,569,76
Town05_007740.png,640,380,vehicle,284,193,303,208
Town03_017600.png,640,380,bike,301,190,343,318
Town03_017600.png,640,380,vehicle,285,192,317,211
Town03_017600.png,640,380,traffic_light,235,142,239,151
Town03_017600.png,640,380,traffic_light,226,137,231,147
Town03_017600.png,640,380,traffic_light,435,131,449,179
Town03_017600.png,640,380,traffic_light,214,130,219,141
Town05_003060.png,640,380,traffic_light,388,170,392,180
Town05_003060.png,640,380,traffic_light,332,137,335,147
Town05_003060.png,640,380,traffic_light,297,137,301,147
Town05_003060.png,640,380,traffic_light,269,137,272,147
Town05_003060.png,640,380,traffic_light,98,128,105,140
Town05_003060.png,640,380,traffic_light,66,119,74,133
Town05_003060.png,640,380,traffic_light,32,110,41,125
Town05_003060.png,640,380,traffic_light,446,75,457,98
Town05_003060.png,640,380,traffic_light,476,47,490,76
Town05_003060.png,640,380,traffic_light,537,1,558,32
Town05_002640.png,640,380,vehicle,225,194,255,210
Town05_002640.png,640,380,traffic_light,384,168,388,179
Town05_002640.png,640,380,traffic_light,114,168,120,179
Town05_002640.png,640,380,traffic_light,321,131,325,143
Town05_002640.png,640,380,traffic_light,283,131,287,143
Town05_002640.png,640,380,traffic_light,251,131,255,143
Town05_002640.png,640,380,traffic_light,59,114,68,129
Town05_002640.png,640,380,traffic_light,11,101,22,118
Town05_002640.png,640,380,traffic_light,456,83,467,104
Town05_002640.png,640,380,traffic_light,486,59,499,86
Town05_002640.png,640,380,traffic_light,544,11,564,49
Town05_014520.png,640,380,traffic_light,379,168,383,179
Town05_014520.png,640,380,traffic_light,89,166,95,178
